id,LoanNr_ChkDgt,Name,City,State,Bank,BankState,ApprovalDate,ApprovalFY,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,Accept
3c83eba9909,6198144004,CENTRAL ILLINI PRINTING&SUPPLY,BOURBONNAIS,IL,MIDLAND STATES BANK,IL,26-Mar-03,2003,7,1.0,0,0,1,1,N,N,31-May-03,"$180,000.00 ",$0.00 ,0
1a62c4e72dc,1427553004,STARLINE PRODUCTS INC.,HARVARD,IL,,,10-Sep-82,1982,80,1.0,0,0,0,0,N,N,10-Aug-83,"$500,000.00 ",$0.00 ,1
6af263b6b6c,2049385000,Mike's Quality Remodeling Inc.,NAPERVILLE,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,29-Sep-06,2006,7,1.0,5,12,0,1,Y,N,31-Oct-06,"$147,703.00 ",$0.00 ,0
eba9be5181c,6196784004,HRM RECRUITMENT FIRM INC,ELGIN,IL,HOME STATE BANK,MN,25-Mar-03,2003,64,1.0,14,64,1,1,Y,N,31-Mar-03,"$75,000.00 ",$0.00 ,0
d2de51fcdb9,3110715008,Hobson & Underwood Inc.,CHICAGO,IL,BBCN BANK,CA,2-Jun-08,2008,1,1.0,0,1,0,1,N,N,30-Jun-08,"$10,000.00 ",$0.00 ,0
e13db87be8e,2325945010,"Laura O'Connor Design, LLC",DUNDEE,IL,FIRST AMERICAN BANK,IL,12-Mar-07,2007,7,1.0,0,7,0,1,Y,N,30-Jun-07,"$521,500.00 ",$0.00 ,1
ad37998062e,2125435005,"Alteya, Inc.",ELMHURST,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,15-Nov-06,2007,3,2.0,1,3,0,1,Y,N,30-Nov-06,"$47,039.00 ",$0.00 ,1
c80136e53b0,8484104003,CHEMTECH SERVICES INC,ROCKDALE,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,18-Jan-05,2005,8,1.0,7,1,1,1,0,N,28-Feb-05,"$600,000.00 ",$0.00 ,1
61b5840f9f6,2439335002,"Covelution, LLC",EVANSTON,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,7-May-07,2007,1,1.0,1,1,0,1,N,N,30-Apr-08,"$19,000.00 ",$0.00 ,1
2fb4b66c0c5,1385566007,PUPUSERIA EL GUANACO,WAUKEGAN,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,17-Mar-06,2006,4,1.0,0,4,1,2,Y,N,30-Apr-06,"$20,010.00 ",$0.00 ,0
617898443ea,1761445004,"2X10 NAIL & SPA II, INC.",GLENVIEW,IL,CITIZENS BANK NATL ASSOC,RI,12-Apr-06,2006,5,2.0,0,5,0,2,Y,N,30-Apr-06,"$56,414.00 ",$0.00 ,1
e92aa7a5eac,2223384000,ALPHA PRINTING,WILLOWBROOK,IL,HINSDALE BANK & TRUST COMPANY,IL,29-Jul-98,1998,3,2.0,0,0,1,0,0,Y,31-Dec-00,"$75,000.00 ",$0.00 ,1
37160fa4736,8635124007,"GREEN TO TEE, INC.",WINNETKA,IL,GLENVIEW STATE BANK,IL,22-Feb-05,2005,5,1.0,0,0,1,1,N,N,31-May-05,"$112,000.00 ",$0.00 ,1
4b4022f277f,5490474001,"BISTROT MARGOT, INC.",CHICAGO,IL,"SOMERCOR 504, INC.",IL,26-Jun-02,2002,64,1.0,24,0,1,1,N,N,15-Oct-03,"$885,000.00 ",$0.00 ,1
190957170bb,4958194002,BEST CLEANERS,GLENVIEW,IL,BBCN BANK,IL,28-Sep-01,2001,2,1.0,0,2,1,1,0,N,31-Oct-01,"$30,000.00 ",$0.00 ,1
1af4bf47559,6179493002,SPECTATOR'S SPORTS BAR & REST.,ORLAND PARK,IL,"FIRSTMERIT BANK, N.A.",IL,25-Jan-94,1994,23,2.0,0,0,1,0,N,N,31-Jul-94,"$175,000.00 ",$0.00 ,0
6d43caf04b9,2297344002,"VO-TECH, INC.",LAKE IN THE HILLS,IL,HOME ST. BANK/NATL ASSOC,IL,2-Sep-98,1998,1,1.0,0,0,1,0,0,Y,31-Mar-99,"$80,000.00 ",$0.00 ,1
eb545cbdd24,8117113008,"FINE WINES, INC.",LISLE,IL,FIFTH THIRD BANK,IL,24-Feb-95,1995,2,1.0,0,0,1,0,,Y,30-Apr-95,"$80,000.00 ",$0.00 ,1
0455d57fc90,1759195002,AARON RISINGER DELIVERY SERVIC,TREMONT,IL,CAPITAL ONE NATL ASSOC,VA,11-Apr-06,2006,2,1.0,0,2,0,1,N,N,30-Apr-06,"$25,000.00 ",$0.00 ,1
8ab962e80fc,3537823002,"SANI-WASH OF ILLINOIS, INC.",MARKHAM,IL,WELLS FARGO BANK NATL ASSOC,WI,25-Sep-89,1989,15,2.0,0,0,1,0,N,N,31-Oct-89,"$400,000.00 ",$0.00 ,1
04d13b537e4,1416475001,EZ TIME AUCTIONS,NAPERVILLE,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,16-Aug-05,2005,1,1.0,0,1,0,1,Y,N,30-Sep-05,"$76,952.00 ",$0.00 ,1
39be2ad449f,5826044006,SOUTHPORT GROCERY & CAFE,CHICAGO,IL,BRIDGEVIEW BANK GROUP,IL,31-Oct-02,2003,1,2.0,0,0,1,1,N,N,30-Apr-03,"$200,000.00 ",$0.00 ,1
93601d56de7,5848004006,"RUBINELLI, INC.",BOLINGBROOK,IL,"SOMERCOR 504, INC.",IL,7-Nov-02,2003,35,1.0,10,0,1,1,N,N,17-Dec-03,"$721,000.00 ",$0.00 ,1
04b8cf89699,1450565008,Rod Knocker 1 Inc.,UNIVERSITY PARK,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,12-Sep-05,2005,10,1.0,5,3,0,1,N,N,30-Sep-05,"$33,200.00 ",$0.00 ,0
9a6128f5c02,8868844001,THE BRITISH CHEF INC,WESTMONT,IL,BBCN BANK,CA,18-May-05,2005,2,2.0,0,2,1,1,0,N,31-May-05,"$5,000.00 ",$0.00 ,0
69cd26d4d4f,9514103003,DINO'S,CHAMPAIGN,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,5-Sep-96,1996,2,2.0,0,0,1,0,N,Y,31-Dec-96,"$49,500.00 ",$0.00 ,1
35f531ca5b5,1754914009,KELLY'S MARKET,CHANDLERVILLE,IL,WEST CENTRAL BANK,IL,22-Dec-97,1998,4,1.0,0,0,1,0,N,Y,31-Mar-98,"$37,000.00 ",$0.00 ,0
c6ffc412e15,1956344002,ANYWAY'S CHICAGO BAR & GRILL,OAKBROOK TERRACE,IL,"SOMERCOR 504, INC.",IL,3-Apr-98,1998,35,1.0,10,0,1,0,N,N,15-Jul-98,"$362,000.00 ",$0.00 ,1
720a36cfe53,4189225010,Sleepwatchers LLC,LAKE VILLA,IL,"SUPERIOR FINANCIAL GROUP, LLC",CA,2-Aug-10,2010,5,1.0,1,5,0,1,N,N,2-Aug-10,"$25,000.00 ",$0.00 ,1
f5f70b5a797,3045014006,LIBERTYVILLE MOBIL,LIBERTY LAKE,IL,BBCN BANK,IL,1-Jul-99,1999,5,1.0,0,5,54600,1,0,N,31-Jul-99,"$50,000.00 ",$0.00 ,1
f19f76c38b3,1655045009,"Millstone Ventures, Inc.",CHICAGO,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,9-Feb-06,2006,3,2.0,0,3,0,1,Y,N,28-Feb-06,"$111,758.00 ",$0.00 ,1
3feb0d663f1,2149263004,FLOWERS HOME IMPROVEMENT CTR.,CHICAGO,IL,BMO HARRIS BK NATL ASSOC,IL,18-Jan-85,1985,13,1.0,0,0,0,0,N,N,1-Mar-85,"$339,000.00 ",$0.00 ,0
12255b9dec0,5845134004,BUCKS MUSIC,ALBERS,IL,CAPITAL ONE NATL ASSOC,VA,6-Nov-02,2003,4,1.0,0,4,1,1,0,N,31-Dec-02,"$35,000.00 ",$0.00 ,1
4780c5135c3,1319855006,"Frank Illustrations, Inc.",CHICAGO,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,31-May-05,2005,2,1.0,0,0,1,1,Y,N,30-Jun-05,"$76,102.00 ",$0.00 ,0
b7e72efcf11,8018753006,"ADVANCED PLUMBING SUPPLY, INC.",HUNTLEY,IL,"HARRIS N.A., A BRANCH OF",IL,26-Jan-95,1995,4,1.0,0,0,1,0,N,Y,30-Apr-95,"$100,000.00 ",$0.00 ,1
69dc95f200d,7953804000,FINEGOLD PRIMARY CARE SC,ELMWOOD PARK,IL,CITIZENS BANK NATL ASSOC,RI,18-Oct-04,2005,5,1.0,1,6,1,1,Y,N,31-Jan-05,"$5,000.00 ",$0.00 ,1
a67c51d6de5,8354473004,BALT'S LOT CLEANING,AURORA,IL,OLD SECOND NATIONAL BANK,IL,19-May-95,1995,4,1.0,0,0,1,0,N,Y,31-Jul-95,"$70,000.00 ",$0.00 ,1
9ce41bbd7bd,2572665006,"E.W.Transportation, Inc.",CARPENTERSVILLE,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,13-Jul-07,2007,2,1.0,2,4,0,1,N,N,1-Nov-09,"$45,000.00 ",$0.00 ,1
45b56175538,2380896007,CAPITOL STRATEGICS INC,SPRINGFIELD,IL,ILLINOIS NATIONAL BANK,IL,1-Sep-06,2006,17,1.0,0,17,1,1,0,N,30-Sep-06,"$100,000.00 ",$0.00 ,1
c40f6d8a232,2716025002,"DOLLAR MORE WHOLESALE, INC.",CHICAGO,IL,CAPITAL ONE NATL ASSOC,VA,24-Sep-07,2007,6,1.0,0,6,0,1,N,N,31-Oct-07,"$50,000.00 ",$0.00 ,0
446b8ae894d,7793024002,"DANCE FACTORY, INC",BLOOMINGTON,IL,FIRST FINAN BANK NATL ASSOC,IL,13-Sep-04,2004,6,1.0,0,0,1,1,0,Y,30-Nov-06,"$61,165.00 ",$0.00 ,1
a6b06328adf,1959045008,"Super Liquors, Inc dba Super L",Peoria,IL,"BUSINESS LOAN CENTER, LLC",SC,8-Aug-06,2006,6,2.0,10,6,0,1,N,N,30-Sep-06,"$840,000.00 ",$0.00 ,1
4346ec5c940,1948514005,BUD'S TWO TWO LOUNGE INC,NORTH CHICAGO,IL,GE CAP. SMALL BUS. FINAN CORP,TX,1-Apr-98,1998,4,1.0,0,0,1,0,0,N,30-Apr-98,"$208,000.00 ",$0.00 ,0
f76e8127b19,1219825000,"MAY METALS, INC.",FRANKLIN PARK,IL,CITIZENS BANK NATL ASSOC,RI,7-Mar-05,2005,5,1.0,0,5,1,1,Y,N,28-Feb-06,"$5,000.00 ",$0.00 ,1
823fe0a0da7,5150944004,DUNKIN DONUTS/BASKIN-ROBBINS/T,OLYMPIA FIELDS,IL,COMERICA BANK,TX,10-Jan-02,2002,3,2.0,40,40,25650,1,0,N,31-Mar-02,"$618,300.00 ",$0.00 ,1
eb36c3ed591,8415723001,"J. KENT GUEBERT, D.D.S.",BOURBONNAIS,IL,SMALL BUS. GROWTH CORP,IL,12-Jun-95,1995,7,1.0,2,0,1,0,N,N,13-Nov-96,"$285,000.00 ",$0.00 ,1
5e825b8808d,3688354007,RAINBOW ACADEMY AND LEARNING C,ROCKFORD,IL,BMO HARRIS BK NATL ASSOC,IL,11-Apr-00,2000,35,1.0,3,0,1,1,Y,N,30-Jun-00,"$25,000.00 ",$0.00 ,1
a3ae0b788d7,1598445003,Lewis Barnhart,BENTON,IL,U.S. BANK NATIONAL ASSOCIATION,OH,29-Dec-05,2006,4,1.0,0,4,0,2,Y,N,31-Dec-05,"$40,062.00 ",$0.00 ,1
cb1df6b4e22,9755563002,COUSINS SUBS,LOVES PARK,IL,"READYCAP LENDING, LLC",CA,14-Nov-96,1997,13,2.0,0,0,20750,0,0,N,31-Mar-97,"$105,000.00 ",$0.00 ,1
ba21128840e,2418705007,Ralv Trans Corp,VERNON HILLS,IL,BBCN BANK,CA,26-Apr-07,2007,1,2.0,2,3,0,1,N,N,7-May-07,"$15,000.00 ",$0.00 ,0
46d0a3f03b7,2676475002,"MJ Express, Inc.",CHICAGO,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,4-Sep-07,2007,7,1.0,1,0,0,1,N,N,30-Nov-07,"$50,700.00 ",$0.00 ,1
10207e06cd5,3444843009,AMERICAN FRAME & GALLERY,COLLINSVILLE,IL,COMMUNITY FIRST BANK,IL,18-May-89,1989,1,2.0,0,0,0,0,N,N,31-Jul-89,"$30,000.00 ",$0.00 ,1
cf4bef6fe99,3151364010,LINCOLNSHIRE PHARMACY,MOUNT VERNON,IL,U.S. BANK NATIONAL ASSOCIATION,IL,31-Aug-99,1999,2,1.0,0,0,1,1,0,Y,31-Oct-99,"$50,000.00 ",$0.00 ,1
614dd5940ed,5903734006,FAMILY CARE HEARING CENTERS IN,WEST FRANKFORT,IL,BANK OF AMERICA NATL ASSOC,NC,27-Nov-02,2003,6,1.0,1,6,1,2,Y,N,31-Dec-02,"$23,000.00 ",$0.00 ,1
a41da612b6f,7552954009,"ANGEL CLEANERS, INC.",CHICAGO,IL,BBCN BANK,IL,24-Jun-04,2004,2,0.0,0,2,1,1,N,C,31-Jul-04,"$200,000.00 ",$0.00 ,1
404ace7cc68,3867713007,MOTRA TRANSMISSION SERVICE CTR,MIDLOTHIAN,IL,GE CAP. SMALL BUS. FINAN CORP,TX,15-Feb-90,1990,3,2.0,0,0,55511,0,N,N,31-Jul-90,"$82,500.00 ",$0.00 ,0
7136166f481,3157624006,READY COMPUTER SOURCE INC,CHICAGO,IL,BANK OF AMERICA NATL ASSOC,IL,2-Sep-99,1999,14,1.0,2,14,1,1,0,N,31-Dec-00,"$134,000.00 ",$0.00 ,1
201815edd34,7042374001,"COMPLETE LIGHTING&SUPPLY, INC.",CHICAGO,IL,"SOMERCOR 504, INC.",IL,17-Dec-03,2004,12,1.0,4,0,1,1,N,N,16-Jun-04,"$382,000.00 ",$0.00 ,1
b6aaab72c0b,8119283006,EURO-COACH AUTOMOTIVE,OAK PARK,IL,GE CAP. SMALL BUS. FINAN CORP,TX,27-Feb-95,1995,20,1.0,0,0,1,0,,N,31-Jul-95,"$405,000.00 ",$0.00 ,1
45af39ab07e,1287295009,Quality Auto Sales & Service,SPRINGFIELD,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,29-Apr-05,2005,2,1.0,0,2,1,1,Y,N,31-May-05,"$58,044.00 ",$0.00 ,1
8cbe41d2143,1961055010,"I. A. RANA ENTERPRISES, INC.",AURORA,IL,CITIZENS BANK NATL ASSOC,RI,9-Aug-06,2006,6,1.0,1,7,0,1,Y,N,31-Aug-06,"$100,000.00 ",$0.00 ,0
ac8dfe5873e,4347524006,"TECHNASOURCE, LTD",MUNDELEIN,IL,"BANKFINANCIAL, FSB",IL,2-Mar-01,2001,17,1.0,0,0,1,1,N,N,30-Apr-01,"$200,000.00 ",$0.00 ,1
e3b853b575c,3290814003,T-USA MARTIAL ARTS,WESTMONT,IL,BBCN BANK,CA,22-Oct-99,2000,1,1.0,0,1,1,1,0,N,31-Oct-99,"$160,000.00 ",$0.00 ,1
faa1a14f1fb,1878923007,JOE'S MEAT BLOCK OF KANKAKEE,KANKAKEE,IL,"PNC BANK, NATIONAL ASSOCIATION",IL,27-Apr-84,1984,13,2.0,0,0,0,0,N,N,23-Jul-84,"$140,000.00 ",$0.00 ,0
0e0bfcdb723,8724773009,"MILLER, DAVID E., DR.",DOLTON,IL,"SOMERCOR 504, INC.",IL,20-Oct-95,1996,1,1.0,2,0,1,0,N,N,10-Apr-96,"$96,000.00 ",$0.00 ,1
d8e602ca863,9134163008,"INTRINSIC QUALITY, INC.",ROLLING MEADOWS,IL,FIRST MIDWEST BANK,IL,27-Mar-96,1996,20,1.0,0,0,1,0,N,N,30-Apr-96,"$205,000.00 ",$0.00 ,1
1843ab33963,6130813001,MIDWEST WOODWORKING & VENEERNG,CARPENTERSVILLE,IL,OXFORD BANK & TRUST,IL,27-Dec-93,1994,32,1.0,0,0,1,0,N,N,30-Apr-94,"$107,000.00 ",$0.00 ,1
ad93d11ab4c,2452305009,SEASONS BY PEG,Woodstock,IL,WELLS FARGO BANK NATL ASSOC,SD,14-May-07,2007,4,2.0,4,0,0,1,N,N,30-Jun-07,"$341,000.00 ",$0.00 ,1
148cc899ff7,2829685008,"Murphy Excavating, Inc., an Il",Marshall,IL,FIFTH THIRD BANK,OH,27-Nov-07,2008,2,1.0,0,2,0,2,N,N,31-Dec-07,"$68,500.00 ",$0.00 ,1
90e3c242075,1074535005,"Zimmerman Wealth Management, L",EVANSTON,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,30-Sep-04,2004,1,2.0,0,0,1,1,Y,N,31-Oct-04,"$368,229.00 ",$0.00 ,1
c1560b00de4,5102714000,SURFACE MAINTENANCE SERVICES I,ROCKFORD,IL,ALPINE BANK & TRUST CO.,IL,13-Dec-01,2002,18,1.0,0,0,1,1,0,Y,31-Jan-02,"$150,000.00 ",$0.00 ,1
8647e48a344,7341024001,DALE MOWERY TRUCKING,FAIRBURY,IL,CAPITAL ONE NATL ASSOC,VA,8-Apr-04,2004,2,1.0,0,2,1,1,0,N,30-Apr-04,"$10,000.00 ",$0.00 ,0
deadd09b820,2408325007,Vijayeta Inc.,DEKALB,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,20-Apr-07,2007,2,1.0,0,2,0,1,Y,N,30-Apr-07,"$247,210.00 ",$0.00 ,1
1b8e1546850,3214215005,"Kare Hospital Medicine, L.L.C.",HOFFMAN ESTATES,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,15-Sep-08,2008,4,2.0,0,4,0,1,Y,N,30-Sep-08,"$100,000.00 ",$0.00 ,1
ede2d85ab05,3017905001,James F. Cassidy d/b/a Cassidy,North Pekin,IL,ASSOCIATED BANK NATL ASSOC,WI,26-Mar-08,2008,0,2.0,0,0,0,2,N,N,31-May-08,"$53,300.00 ",$0.00 ,1
176051f7c11,8824774002,MACDADDY SALON,CHICAGO,IL,"SOMERCOR 504, INC.",IL,28-Apr-05,2005,8,1.0,3,0,1,1,0,N,15-Jun-05,"$236,000.00 ",$0.00 ,1
fab7f4dd400,1920305006,VALENS SOFTWARE SERVICES LLC,LAKE ZURICH,IL,CITIZENS BANK NATL ASSOC,RI,14-Jul-06,2006,2,2.0,0,2,0,1,Y,N,31-Aug-06,"$113,831.00 ",$0.00 ,1
e165654f90e,9706023008,M.S. & B READY MIX,ALBION,IL,CITIZENS NATL BK OF ALBION,IL,29-Oct-96,1997,1,1.0,0,0,1,0,N,Y,31-Jan-97,"$50,000.00 ",$0.00 ,1
54a70a42fe7,1418484001,"ARC COMMUNICATION MAINTENANCE,",DES PLAINES,IL,NATL REP. BK OF CHICAGO,IL,16-Jul-97,1997,3,1.0,0,0,1,0,N,N,31-Aug-98,"$50,000.00 ",$0.00 ,1
370e4d23e5a,9578173001,WILSON HAIR DESIGN,CHICAGO,IL,FIFTH THIRD BANK,IL,25-Sep-96,1996,9,1.0,0,0,1,0,N,Y,30-Nov-97,"$9,000.00 ",$0.00 ,1
0b4aeb394b2,8940254007,BFF INCORPORATED,DIXON,IL,FIRST MIDWEST BANK,IL,21-Jun-05,2005,3,2.0,0,0,1,2,0,Y,31-Aug-05,"$105,000.00 ",$0.00 ,0
5a70fcf79c0,3747354008,AUTOMATED MANUFACTURING SOLUTI,CRYSTAL LAKE,IL,BMO HARRIS BK NATL ASSOC,IL,18-May-00,2000,3,1.0,2,5,1,1,T,N,31-May-00,"$140,000.00 ",$0.00 ,1
3096f2c3a32,6069935005,KAAM Spa #1 LLC,WHEATON,IL,WELLS FARGO BANK NATL ASSOC,SD,27-Mar-13,2013,2,2.0,15,17,0,1,N,N,1-May-13,"$335,000.00 ",$0.00 ,1
222aa84e085,6720614007,FIRST WEST VENTURE INC,OAK PARK,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,24-Sep-03,2003,2,1.0,1,2,1,1,Y,N,31-Oct-03,"$36,435.00 ",$0.00 ,0
e1b3e3c70e5,5513374010,FRAMA BUILDING PRODUCTS,ADDISON,IL,NORTH COMMUNITY BANK,IL,8-Jul-02,2002,15,1.0,0,0,1,1,N,N,30-Sep-02,"$350,000.00 ",$0.00 ,1
03e7cc7c337,1303134001,SNYDER CLEANING SERVICE,BROWNS,IL,CITIZENS NATL BK OF ALBION,IL,3-Jun-97,1997,1,2.0,0,0,1,0,N,Y,31-Aug-97,"$5,500.00 ",$0.00 ,1
844a5685439,1477095009,Cezary P. Kozyra,Chicago,IL,"PNC BANK, NATIONAL ASSOCIATION",IL,28-Sep-05,2005,1,1.0,0,1,0,1,N,N,31-Oct-05,"$36,000.00 ",$0.00 ,1
1f8a57c81d5,5834554006,ELLYN CLEANERS,GLEN ELLYN,IL,BBCN BANK,IL,4-Nov-02,2003,2,1.0,0,2,1,1,0,N,30-Nov-02,"$20,000.00 ",$0.00 ,1
4aa1c212fc9,2461485008,DariuszKonefal,Streamwood,IL,"PNC BANK, NATIONAL ASSOCIATION",DE,17-May-07,2007,1,1.0,0,1,0,2,N,N,30-Jun-07,"$45,000.00 ",$0.00 ,0
463fc54ed37,2500135001,"SitBaby, Inc, an Illinois corp",Chicago,IL,FIFTH THIRD BANK,OH,7-Jun-07,2007,2,2.0,300,0,0,1,Y,N,30-Jun-07,"$30,170.00 ",$0.00 ,1
71aa4c235b5,8544013007,J & J  WELDING & REPAIR,SUMNER,IL,PEOPLES ST. BK OF NEWTON ILLI,IL,27-Jul-95,1995,1,1.0,0,0,1,0,N,Y,31-Oct-95,"$17,850.00 ",$0.00 ,1
173377720ed,3365753008,MILEX TUNE UP & MOTRA TRANS.,BOLINGBROOK,IL,FIRST MIDWEST BANK,IL,10-Jan-89,1989,4,2.0,0,0,53300,0,N,N,31-Jan-90,"$118,000.00 ",$0.00 ,1
dacf405cef0,8635943010,RANDALL WHITTINGTON TRUCKING,SESSER,IL,FIRST FINAN BANK NATL ASSOC,IL,5-Sep-95,1995,4,1.0,0,0,1,0,N,Y,31-Oct-95,"$75,000.00 ",$0.00 ,1
8869c96a874,5778143010,"IL. TRANSFORMER HARDWARE, INC.",ROCHELLE,IL,,,14-Jul-93,1993,20,1.0,0,0,1,0,N,N,31-Jul-93,"$201,500.00 ",$0.00 ,1
f553cf65d14,2079645007,"Sign Studios, Inc",CHICAGO,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,20-Oct-06,2007,0,1.0,0,0,0,1,Y,N,31-Oct-06,"$86,959.00 ",$0.00 ,0
53bd13bd841,2755474004,SHELL,TINLEY PARK,IL,GREAT LAKES BANK NATL ASSOC,IL,2-Feb-99,1999,7,1.0,0,0,73900,0,N,N,30-Jun-99,"$230,000.00 ",$0.00 ,1
0dd52408a6c,1257735009,"S AND N BODY WORKS ON GRAND, I",CHICAGO,IL,CITIZENS BANK NATL ASSOC,RI,6-Apr-05,2005,19,1.0,2,21,1,1,N,N,31-Jul-05,"$100,000.00 ",$0.00 ,1
b4561b9a719,3177305008,Armor Insurance & Financial Se,ROUND LAKE,IL,BANK OF AMERICA NATL ASSOC,NC,1-Aug-08,2008,5,1.0,0,5,0,1,Y,N,31-Aug-08,"$17,259.00 ",$0.00 ,0
155408c8d5b,3581805007,"Country Motor Trailer Sales, I",Edinburg,IL,MARINE BANK,IL,19-Aug-09,2009,8,1.0,0,8,0,2,Y,,31-Aug-09,"$100,000.00 ",$0.00 ,0
de6f5ccf6a4,9057014000,NEW YORK BEAUTY,CHICAGO,IL,BBCN BANK,CA,22-Aug-05,2005,4,1.0,0,4,1,1,0,N,31-Aug-05,"$225,000.00 ",$0.00 ,0
7376b544f13,3047714008,"PARTH AND NIYATI, INC.",HARVEY,IL,AMERICAN CHARTERED BANK,IL,2-Jul-99,1999,3,2.0,0,0,1,1,N,N,31-Aug-99,"$350,000.00 ",$0.00 ,1
69bb16ae45c,6088564000,"LIQUOR CITY, INC.",ADDISON,IL,AMERICAN ENTERPRISE BANK,IL,10-Feb-03,2003,4,2.0,0,0,1,1,N,N,30-Apr-03,"$499,188.00 ",$0.00 ,1
71f2406df2a,4180285010,"MORROW SHOE & BOOT, INC.",EFFINGHAM,IL,FIRST MID-ILLINOIS BK & TRUST,IL,26-Jul-10,2010,1,2.0,0,1,0,2,N,N,1-Aug-10,"$145,000.00 ",$0.00 ,1
8b576ef7afb,3374626005,MADISON AND FRIENDS,DEERFIELD,IL,UNION NATIONAL BANK,IL,6-Aug-08,2008,5,1.0,0,5,1,1,Y,N,31-Aug-08,"$328,958.00 ",$0.00 ,0
61dbabe7b3a,8512393000,NUTRIBATH,ELK GROVE,IL,BANK - AMERICA NATL ASSOC,IL,17-Jul-95,1995,1,2.0,0,0,1,0,N,Y,31-Oct-95,"$100,000.00 ",$0.00 ,1
70b20bb8f89,1647904000,"JERRON QUALITY COLOR, INC.",RED BUD,IL,FIRST BANK,IL,28-Oct-97,1998,40,1.0,0,0,1,0,N,N,30-Apr-99,"$258,700.00 ",$0.00 ,1
16cf7a5df8f,8453323000,"POWELL PHOTOGRAPHY, INC.",CHICAGO,IL,URBAN PARTNERSHIP BANK,IL,23-Jun-95,1995,4,1.0,0,0,1,0,N,Y,31-Oct-95,"$88,250.00 ",$0.00 ,1
d525ca54247,9614733001,VISION CARE CENTER LTD.,PALOS HEIGHTS,IL,BMO HARRIS CENT. NATL ASSOC,IL,7-Oct-96,1997,8,1.0,0,0,1,0,N,Y,30-Nov-96,"$58,000.00 ",$0.00 ,1
075d6e4be3c,2060414001,NORTHWEST PUBLISHING,CHICAGO,IL,BANK OF AMERICA NATL ASSOC,OR,15-May-98,1998,1,2.0,0,0,1,0,0,N,31-Dec-98,"$150,000.00 ",$0.00 ,1
2bd8a98ec16,3974894006,"BCY, INCORPORATED",CHRISTOPHER,IL,SMALL BUS. GROWTH CORP,IL,27-Sep-00,2000,15,1.0,4,11,21780,2,N,N,11-Apr-01,"$148,000.00 ",$0.00 ,1
966ac7ac9fc,3679046009,"DORWARE, INC",SCHAUMBURG,IL,UNION NATIONAL BANK,IL,6-Feb-09,2009,6,1.0,0,6,1,1,Y,N,28-Feb-09,"$54,775.00 ",$0.00 ,0
ca673892246,2831714007,GOLDEN BAG COMPANY INC,ELGIN,IL,UNION NATIONAL BANK,IL,12-Mar-99,1999,12,1.0,0,12,1,0,Y,N,31-Aug-99,"$195,000.00 ",$0.00 ,1
41e4bdb8a9d,1882855005,"SKL Service Company, Inc.",Grayslake,IL,"PNC BANK, NATIONAL ASSOCIATION",IL,20-Jun-06,2006,1,2.0,6,6,0,1,Y,N,30-Jun-06,"$67,505.00 ",$0.00 ,1
bfd02a29fd5,4767473004,"BLAC, INC.",ADDISON,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,25-Mar-92,1992,19,1.0,0,0,1,0,N,N,30-Apr-92,"$325,000.00 ",$0.00 ,1
3ca09a1833c,2374995010,Engineered Services Inc.,Buffalo Grove,IL,FIFTH THIRD BANK,OH,4-Apr-07,2007,8,2.0,0,8,0,1,Y,N,31-May-07,"$350,000.00 ",$0.00 ,1
37b4efdc777,5655634000,COBRA EXPRESS INC.,LOMBARD,IL,"SOMERCOR 504, INC.",IL,29-Aug-02,2002,35,1.0,5,0,1,1,N,N,11-Dec-02,"$460,000.00 ",$0.00 ,1
8ce1abf5194,3269735005,"WPI INTERNATIONAL, INC",WAUKEGAN,IL,U.S. BANK NATIONAL ASSOCIATION,OH,21-Nov-08,2009,6,1.0,0,6,0,1,Y,N,31-Dec-08,"$120,615.00 ",$0.00 ,0
1a0fc1cb5a6,2050866006,BEN-YISRAEL FABRIC INC,DOLTON,IL,BBCN BANK,CA,19-May-06,2006,2,2.0,0,2,1,1,0,N,31-May-06,"$5,000.00 ",$0.00 ,0
